id,site_annonce,entreprise,publication,poste,contrat,teletravail,profil,description,ville,lien
5800fc1343a80bab8dcdcbb5d69b1910,hellowork,groupe ima,2024-06-24,data analyst h/f,cdi,télétravail partiel,"vous l'aurez compris, ce poste va nécessiter une expérience professionnelle similaire de 3 à 5 ans minimum, acquise en esn ou entreprise.
curieux, créatif et diligent, vous êtes force de proposition et pro actif. vous pensez à la stratégie d'entreprise autant qu'aux données.

votre sens de la pédagogie vous permet de transmettre et de partager vos connaissances afin d'accompagner, conseiller et challenger les métiers.
vous êtes doté(e) d'excellentes capacités de communication orales et écrites ; vous êtes reconnu(e) pour votre esprit d'analyse et de synthèse.

avec votre experience de la data, vous disposez des compétences techniques suivantes : 
-   maîtrise des langages de programmation et de requêtages tels que python, r ou sql.
-   excellente compréhension des concepts statistiques et des méthodes d'analyse de données.
-   capacité à transformer des données brutes en insights exploitables.
-   compétences en visualisation de données avec des outils tels que tableau ou power bi.
une connaissance métier, notamment en marketing et relation client sera vivement appréciée, ainsi que des connaissances juridiques et réglementaires de la gestion des données (usage, délais, durée de vie...)","l'entité test and learn d'ima l@b recherche un data analyst pour venir renforcer ses équipes. poste cdi/perenne
dans le cadre du plan stratégique 2023-2025, la structure opérationnelle ima l@b est au service de l'accélération de l'innovation et de la transformation.  
l'entité test and learn, au sein d'ima l@b, a pour missions d'accompagner l'ensemble des métiers du groupe dans leur besoin d'expérimentation

la data est un champ d'exploration majeur pour nos programmes d'expérimentations. l'analyse des données doit permettre de rendre plus efficient notre modèle opérationnel, d'étayer nos stratégies, de venir en appui des initiatives pour le développement de nouvelles offres et de nouveaux produits.

dans ce contexte, vous serez amené à :
-  accompagner toutes les phases des expérimentations menées par ima lab 
-  travailler en étroite collaboration avec l'ensemble des métiers d'ima pour comprendre les objectifs des projets et traduire ces besoins en analyses de données dans le cadre des expérimentations
-  créer des tableaux de bord interactifs pour visualiser les résultats et les partager avec les équipes
-  collecter, nettoyer et analyser des ensembles de données complexes pour identifier des opportunités d'innovation
-  développer des modèles prédictifs pour anticiper les tendances futures et soutenir la prise de décision
-  explorer de nouvelles sources de données et proposer des idées novatrices pour améliorer les processus
-  participer à des projets de recherche et développement en utilisant les dernières technologies et méthodes d'analyse
-  participer à « l'acculturation data » en la rendant accessible et visuelle pour qu'elle soit au coeur de nos décisions",niort - 79,https://www.hellowork.com/fr-fr/emplois/49473221.html
2fc3d24783b51505cfce17cbd7a80d69,hellowork,leasecom,2024-06-24,data analyst h/f,cdi,,"vous avez un diplôme de l'enseignement supérieur en informatique avec une expérience réussie d'au moins 5 - 7 ans minimum dans les métiers de la data.

compétences techniques :
-   maîtrise d'outil de data visualisation (qlik, power bi)
-   maîtrise du sql
-   maîtrise d'un langage de programmation orienté objet (idéalement python)
-   la connaissance d'un etl (talend)

a l'aise en anglais (communication avec les filiales à l'étranger)
compétences comportementales :
-   esprit d'équipe et d'initiative
-   compréhension des enjeux opérationnels et orientation vers les résultats.
-   rigueur, curiosité et souci du détail
-   capacité à communiquer avec des personnes techniques et non techniques.
-   apprentissage rapide et autonomie.
-   solides compétences de résolution de problèmes
conditions :
-   type de contrat : cdi
-   tickets restaurants, mutuelle famille, rtt
-   remboursement titre de transport à 50%
-   localisation : paris
vous hésitez encore ?
leasecom c'est aussi :
* un collectif rse et une labellisation « positive company »
* une démarche de labellisation classements happyindex®atworkchoosemycompany
* un cadre de travail agréable et des activités riches et stimulantes
* un parcours d'intégration ou nous serons aux petits soins pour vous
* des parcours de formation pour que vous soyez toujours opérationnels
* des perspectives d'évolution
* de supers événements toute l'année
* une ouverture de tous nos postes aux salariés reconnus travailleurs handicapés

et enfin un process de recrutement ultra rapide !","la direction des opérations envisage de créer une équipe analytics qui jouera un rôle central dans la qualité de la donnée, sa cohérence et son homogénéité, dans l'accompagnement au développement commercial, dans l'automatisation de process au travers d'un pilotage rigoureux de la donnée, et enfin dans la gestion des risques (opérationnels et financiers) de l'entreprise.
l'équipe analytics aura notamment pour mission de :
-           centraliser et répondre aux besoins en données de l'entreprise à des fins de reporting, pilotage des activités (business intelligence / customer intelligence),
-           innover en utilisant les données de leasecom de manière statistique afin d'automatiser et d'optimiser les process,
-           reprendre la gestion du paramétrage de nos grilles de score et travailler à l'évolution de la vision du risque au sein de la société,
-           garantir la qualité, fiabilité des données émanant du data mart créé par l'équipe. l'ensemble des données de ce data mart sont reprises dans le data catalogue créé et maintenu par cette équipe,
-           garantir la gouvernance de la donnée dans l'entreprise.
la raison d'être de cette équipe est de garantir la qualité des données et la pertinence des modèles de score utilisés dans l'entreprise, et d'innover en intégrant des nouvelles techniques de modélisations
l'objectif à terme est de piloter par la data l'ensemble de l'entreprise.
au sein de cette équipe le data analyst a comme missions principales :
*      qualité de données

- définir et mettre en oeuvre des méthodes et outils standards d'évaluation de la qualité et de mise en qualité des données.
-  collaborer à la mise en place d'une gouvernance autour de la data
-  concevoir, développer et maintenir des dispositifs de qualités de données permettant de favoriser les contrôles de qualités en amont
*     business intelligence :

-  collaborer avec les parties prenantes pour identifier et comprendre les besoins de l'entreprise et les traduire en besoins analytics.
-  concevoir, développer et maintenir des modèles de données, des tableaux de bord et des rapports afin de fournir des informations exploitables et personnalisées aux métiers afin d'être dans l'anticipation
* analytics :

-  concevoir, développer et maintenir des modèles de scoring afin optimiser la performance des process et l'automatisation",paris 15e - 75,https://www.hellowork.com/fr-fr/emplois/52453490.html
2fc3d24783b51505cfce17cbd7a80d69,hellowork,leasecom,2024-06-24,data analyst h/f,cdi,,"vous avez un diplôme de l'enseignement supérieur en en traitement de données  avec une expérience réussie d'au moins 2 ans sur des sujets de datavisualisation. une expérience dans le secteur du commerce ou du marketing est un atout.

compétences techniques
-   maîtrise d'outil de data visualisation (qlik, power bi)
-   maîtrise du sql
-   maîtrise d'un langage de programmation orienté objet (idéalement python)
-   la connaissance d'un etl (talend)

compétences comportementales
-   esprit d'équipe et d'initiative
-   compréhension des enjeux opérationnels et orientation vers les résultats.
-   rigueur, curiosité et souci du détail
-   capacité à communiquer avec des personnes techniques et non techniques.
-   apprentissage rapide et autonomie.
-   solides compétences de résolution de problèmes

conditions
-   type de contrat : cdi
-   tickets restaurants, mutuelle famille, rtt
-   remboursement titre de transport à 50%
-   localisation : paris

vous hésitez encore ?
leasecom c'est aussi :
* un collectif rse et une labellisation « positive company »
* une démarche de labellisation classements happyindex®atworkchoosemycompany
* un cadre de travail agréable et des activités riches et stimulantes
* un parcours d'intégration ou nous serons aux petits soins pour vous
* des parcours de formation pour que vous soyez toujours opérationnels
* des perspectives d'évolution
* de supers événements toute l'année
* une ouverture de tous nos postes aux salariés reconnus travailleurs handicapés

et enfin un process de recrutement ultra rapide !","au sein d'une nouvelle équipe analytics, vous jouerez un rôle central, en soutenant le développement commercial et en automatisant les processus grâce à un pilotage rigoureux de la donnée. 

vos principales missions seront :

visualisation de données
* concevoir et développer des tableaux de bord interactifs et des rapports personnalisés pour les équipes commerciales et marketing.

* utiliser des outils de data visualisation comme power bi ou qlik pour présenter des données complexes de manière claire et compréhensible.

analyse de données
* analyser les performances commerciales des différentes agences et proposer des recommandations pour améliorer les résultats.

* extraire, manipuler et interpréter les données pour identifier les tendances et opportunités de croissance.

* produire des statistiques et des reportings mensuels pour suivre les indicateurs de performance clés (kpi).

suivi et délivrance d'indicateurs
* collaborer avec les parties prenantes pour identifier et comprendre les besoins de l'entreprise et les traduire en besoins analytics.

* assurer le suivi des performances des agences et proposer des actions correctives basées sur les données analysées.",paris 15e - 75,https://www.hellowork.com/fr-fr/emplois/52453511.html
9c44fcdbb4508c84dcab1037b33d22fa,hellowork,groupe gema - esi business school / ia school (siège national),2024-06-24,data analyst h/f,alternance,,"-   avoir une bonne compréhension des bases de données.
-   maîtriser les langages de programmation tels que python, ainsi que les outils et technologies couramment utilisés en ingénierie des données.
-   avoir des compétences en matière de manipulation et de traitement de données, ainsi qu'une bonne compréhension des principes de l'apprentissage automatique (machine learning).
-   être autonome, curieux(se) et avoir un esprit d'analyse pour résoudre des problèmes complexes liés aux données.
-   formation prise en charge à 100% par l'entreprise.
-   rémunération selon niveau d'études + âge.","l'ia school, l'ecole de l'intelligence artificielle et du management recherche pour son entreprise partenaire, spécialisée dans le secteur du pharmaceutique, un(e) data analyst en contrat d'apprentissage, pour préparer l'une de nos formations diplômantes reconnues par l'etat.

conditions préalables pour postuler à cette offre : réussir le concours d'entrée de l'ia school et finaliser votre inscription à l'école. un chargé d'admission vous contactera dans les meilleurs délais.

l'alternance au sein de l'ia school, c'est avant tout une formation diplômante reconnue par l'etat et complètement gratuite pour l'étudiant(e), alliée à une expérience en entreprise rémunérée

missions :
-  participer à la conception, au développement et à la maintenance des pipelines de données, en utilisant des technologies et des outils tels que hadoop, spark, python, sql, etc.
-  collecter, nettoyer et traiter les données provenant de différentes sources, en veillant à leur qualité et à leur intégrité.
-  contribuer à la modélisation de données et à la création de schémas pour assurer une structure cohérente et une bonne performance des bases de données.
-  collaborer avec les équipes métier pour comprendre leurs besoins en matière de données et proposer des solutions techniques appropriées.
-  optimiser les processus existants pour améliorer l'efficacité et la fiabilité des flux de données.
-  effectuer des analyses de données et générer des rapports pour aider à la prise de décision et à l'identification de tendances.
-  veiller à la conformité des pratiques de gestion des données avec les réglementations en vigueur, telles que le rgpd.",paris - 75,https://www.hellowork.com/fr-fr/emplois/49462682.html
fede8dc5f05e590e9da9bb5b3994b73a,hellowork,groupe gema - esi business school / ia school (siège national),2024-06-24,data analyst h/f,alternance,,"-   avoir une bonne compréhension des bases de données.
-   maîtriser les langages de programmation tels que python, ainsi que les outils et technologies couramment utilisés en ingénierie des données.
-   avoir des compétences en matière de manipulation et de traitement de données, ainsi qu'une bonne compréhension des principes de l'apprentissage automatique (machine learning).
-   être autonome, curieux(se) et avoir un esprit d'analyse pour résoudre des problèmes complexes liés aux données.
-   formation prise en charge à 100% par l'entreprise.
-   rémunération selon niveau d'études + âge.","l'ia school, l'ecole de l'intelligence artificielle et du management recherche pour son entreprise partenaire, spécialisée dans le secteur du pharmaceutique, un(e) data analyst en contrat d'apprentissage, pour préparer l'une de nos formations diplômantes reconnues par l'etat.

conditions préalables pour postuler à cette offre : réussir le concours d'entrée de l'ia school et finaliser votre inscription à l'école. un chargé d'admission vous contactera dans les meilleurs délais.

l'alternance au sein de l'ia school, c'est avant tout une formation diplômante reconnue par l'etat et complètement gratuite pour l'étudiant(e), alliée à une expérience en entreprise rémunérée

missions :
-  participer à la conception, au développement et à la maintenance des pipelines de données, en utilisant des technologies et des outils tels que hadoop, spark, python, sql, etc.
-  collecter, nettoyer et traiter les données provenant de différentes sources, en veillant à leur qualité et à leur intégrité.
-  contribuer à la modélisation de données et à la création de schémas pour assurer une structure cohérente et une bonne performance des bases de données.
-  collaborer avec les équipes métier pour comprendre leurs besoins en matière de données et proposer des solutions techniques appropriées.
-  optimiser les processus existants pour améliorer l'efficacité et la fiabilité des flux de données.
-  effectuer des analyses de données et générer des rapports pour aider à la prise de décision et à l'identification de tendances.
-  veiller à la conformité des pratiques de gestion des données avec les réglementations en vigueur, telles que le rgpd.",aix-en-provence - 13,https://www.hellowork.com/fr-fr/emplois/49468628.html
8e5cec701bbf9987163ea9f8145cc593,hellowork,groupe gema - esi business school / ia school (siège national),2024-06-24,data analyst h/f,alternance,,"-   avoir une bonne compréhension des bases de données.
-   maîtriser les langages de programmation tels que python, ainsi que les outils et technologies couramment utilisés en ingénierie des données.
-   avoir des compétences en matière de manipulation et de traitement de données, ainsi qu'une bonne compréhension des principes de l'apprentissage automatique (machine learning).
-   être autonome, curieux(se) et avoir un esprit d'analyse pour résoudre des problèmes complexes liés aux données.
-   formation prise en charge à 100% par l'entreprise.
-   rémunération selon niveau d'études + âge.","l'ia school, l'ecole de l'intelligence artificielle et du management recherche pour son entreprise partenaire, spécialisée dans le secteur du pharmaceutique, un(e) data analyst en contrat d'apprentissage, pour préparer l'une de nos formations diplômantes reconnues par l'etat.

conditions préalables pour postuler à cette offre : réussir le concours d'entrée de l'ia school et finaliser votre inscription à l'école. un chargé d'admission vous contactera dans les meilleurs délais.

l'alternance au sein de l'ia school, c'est avant tout une formation diplômante reconnue par l'etat et complètement gratuite pour l'étudiant(e), alliée à une expérience en entreprise rémunérée

missions :
-  participer à la conception, au développement et à la maintenance des pipelines de données, en utilisant des technologies et des outils tels que hadoop, spark, python, sql, etc.
-  collecter, nettoyer et traiter les données provenant de différentes sources, en veillant à leur qualité et à leur intégrité.
-  contribuer à la modélisation de données et à la création de schémas pour assurer une structure cohérente et une bonne performance des bases de données.
-  collaborer avec les équipes métier pour comprendre leurs besoins en matière de données et proposer des solutions techniques appropriées.
-  optimiser les processus existants pour améliorer l'efficacité et la fiabilité des flux de données.
-  effectuer des analyses de données et générer des rapports pour aider à la prise de décision et à l'identification de tendances.
-  veiller à la conformité des pratiques de gestion des données avec les réglementations en vigueur, telles que le rgpd.",toulouse - 31,https://www.hellowork.com/fr-fr/emplois/49469385.html
30809257a8b150e5f0458681e0a06573,hellowork,groupe gema - esi business school / ia school (siège national),2024-06-24,data analyst h/f,alternance,,"-   avoir une bonne compréhension des bases de données.
-   maîtriser les langages de programmation tels que python, ainsi que les outils et technologies couramment utilisés en ingénierie des données.
-   avoir des compétences en matière de manipulation et de traitement de données, ainsi qu'une bonne compréhension des principes de l'apprentissage automatique (machine learning).
-   être autonome, curieux(se) et avoir un esprit d'analyse pour résoudre des problèmes complexes liés aux données.
-   formation prise en charge à 100% par l'entreprise.
-   rémunération selon niveau d'études + âge.","l'ia school, l'ecole de l'intelligence artificielle et du management recherche pour son entreprise partenaire, spécialisée dans le secteur du pharmaceutique, un(e) data analyst en contrat d'apprentissage, pour préparer l'une de nos formations diplômantes reconnues par l'etat.

conditions préalables pour postuler à cette offre : réussir le concours d'entrée de l'ia school et finaliser votre inscription à l'école. un chargé d'admission vous contactera dans les meilleurs délais.

l'alternance au sein de l'ia school, c'est avant tout une formation diplômante reconnue par l'etat et complètement gratuite pour l'étudiant(e), alliée à une expérience en entreprise rémunérée

missions :
-  participer à la conception, au développement et à la maintenance des pipelines de données, en utilisant des technologies et des outils tels que hadoop, spark, python, sql, etc.
-  collecter, nettoyer et traiter les données provenant de différentes sources, en veillant à leur qualité et à leur intégrité.
-  contribuer à la modélisation de données et à la création de schémas pour assurer une structure cohérente et une bonne performance des bases de données.
-  collaborer avec les équipes métier pour comprendre leurs besoins en matière de données et proposer des solutions techniques appropriées.
-  optimiser les processus existants pour améliorer l'efficacité et la fiabilité des flux de données.
-  effectuer des analyses de données et générer des rapports pour aider à la prise de décision et à l'identification de tendances.
-  veiller à la conformité des pratiques de gestion des données avec les réglementations en vigueur, telles que le rgpd.",lyon - 69,https://www.hellowork.com/fr-fr/emplois/49463175.html
6b0bb8945d3326eb4de11baa3cd83a3b,hellowork,groupe gema - esi business school / ia school (siège national),2024-06-24,data analyst h/f,alternance,,"-   avoir une bonne compréhension des bases de données.
-   maîtriser les langages de programmation tels que python, ainsi que les outils et technologies couramment utilisés en ingénierie des données.
-   avoir des compétences en matière de manipulation et de traitement de données, ainsi qu'une bonne compréhension des principes de l'apprentissage automatique (machine learning).
-   être autonome, curieux(se) et avoir un esprit d'analyse pour résoudre des problèmes complexes liés aux données.
-   formation prise en charge à 100% par l'entreprise.
-   rémunération selon niveau d'études + âge.","l'ia school, l'ecole de l'intelligence artificielle et du management recherche pour son entreprise partenaire, spécialisée dans le secteur du pharmaceutique, un(e) data analyst en contrat d'apprentissage, pour préparer l'une de nos formations diplômantes reconnues par l'etat.

conditions préalables pour postuler à cette offre : réussir le concours d'entrée de l'ia school et finaliser votre inscription à l'école. un chargé d'admission vous contactera dans les meilleurs délais.

l'alternance au sein de l'ia school, c'est avant tout une formation diplômante reconnue par l'etat et complètement gratuite pour l'étudiant(e), alliée à une expérience en entreprise rémunérée

missions :
-  participer à la conception, au développement et à la maintenance des pipelines de données, en utilisant des technologies et des outils tels que hadoop, spark, python, sql, etc.
-  collecter, nettoyer et traiter les données provenant de différentes sources, en veillant à leur qualité et à leur intégrité.
-  contribuer à la modélisation de données et à la création de schémas pour assurer une structure cohérente et une bonne performance des bases de données.
-  collaborer avec les équipes métier pour comprendre leurs besoins en matière de données et proposer des solutions techniques appropriées.
-  optimiser les processus existants pour améliorer l'efficacité et la fiabilité des flux de données.
-  effectuer des analyses de données et générer des rapports pour aider à la prise de décision et à l'identification de tendances.
-  veiller à la conformité des pratiques de gestion des données avec les réglementations en vigueur, telles que le rgpd.",bordeaux - 33,https://www.hellowork.com/fr-fr/emplois/49468070.html
f5be0a5be3e7be2ccaeae42b58360042,hellowork,groupe gema - esi business school / ia school (siège national),2024-06-24,data analyst h/f,alternance,,"-   avoir une bonne compréhension des bases de données.
-   maîtriser les langages de programmation tels que python, ainsi que les outils et technologies couramment utilisés en ingénierie des données.
-   avoir des compétences en matière de manipulation et de traitement de données, ainsi qu'une bonne compréhension des principes de l'apprentissage automatique (machine learning).
-   être autonome, curieux(se) et avoir un esprit d'analyse pour résoudre des problèmes complexes liés aux données.
-   formation prise en charge à 100% par l'entreprise.
-   rémunération selon niveau d'études + âge.","l'ia school, l'ecole de l'intelligence artificielle et du management recherche pour son entreprise partenaire, spécialisée dans le secteur du pharmaceutique, un(e) data analyst en contrat d'apprentissage, pour préparer l'une de nos formations diplômantes reconnues par l'etat.

conditions préalables pour postuler à cette offre : réussir le concours d'entrée de l'ia school et finaliser votre inscription à l'école. un chargé d'admission vous contactera dans les meilleurs délais.

l'alternance au sein de l'ia school, c'est avant tout une formation diplômante reconnue par l'etat et complètement gratuite pour l'étudiant(e), alliée à une expérience en entreprise rémunérée

missions :
-  participer à la conception, au développement et à la maintenance des pipelines de données, en utilisant des technologies et des outils tels que hadoop, spark, python, sql, etc.
-  collecter, nettoyer et traiter les données provenant de différentes sources, en veillant à leur qualité et à leur intégrité.
-  contribuer à la modélisation de données et à la création de schémas pour assurer une structure cohérente et une bonne performance des bases de données.
-  collaborer avec les équipes métier pour comprendre leurs besoins en matière de données et proposer des solutions techniques appropriées.
-  optimiser les processus existants pour améliorer l'efficacité et la fiabilité des flux de données.
-  effectuer des analyses de données et générer des rapports pour aider à la prise de décision et à l'identification de tendances.
-  veiller à la conformité des pratiques de gestion des données avec les réglementations en vigueur, telles que le rgpd.",rennes - 35,https://www.hellowork.com/fr-fr/emplois/49469862.html
6de2a1539d09bb4b20411a4c9046c578,hellowork,groupe gema - esi business school / ia school (siège national),2024-06-24,data analyst h/f,alternance,,"-   avoir une bonne compréhension des bases de données.
-   maîtriser les langages de programmation tels que python, ainsi que les outils et technologies couramment utilisés en ingénierie des données.
-   avoir des compétences en matière de manipulation et de traitement de données, ainsi qu'une bonne compréhension des principes de l'apprentissage automatique (machine learning).
-   être autonome, curieux(se) et avoir un esprit d'analyse pour résoudre des problèmes complexes liés aux données.
-   formation prise en charge à 100% par l'entreprise.
-   rémunération selon niveau d'études + âge.","l'ia school, l'ecole de l'intelligence artificielle et du management recherche pour son entreprise partenaire, spécialisée dans le secteur du pharmaceutique, un(e) data analyst en contrat d'apprentissage, pour préparer l'une de nos formations diplômantes reconnues par l'etat.

conditions préalables pour postuler à cette offre : réussir le concours d'entrée de l'ia school et finaliser votre inscription à l'école. un chargé d'admission vous contactera dans les meilleurs délais.

l'alternance au sein de l'ia school, c'est avant tout une formation diplômante reconnue par l'etat et complètement gratuite pour l'étudiant(e), alliée à une expérience en entreprise rémunérée

missions :
-  participer à la conception, au développement et à la maintenance des pipelines de données, en utilisant des technologies et des outils tels que hadoop, spark, python, sql, etc.
-  collecter, nettoyer et traiter les données provenant de différentes sources, en veillant à leur qualité et à leur intégrité.
-  contribuer à la modélisation de données et à la création de schémas pour assurer une structure cohérente et une bonne performance des bases de données.
-  collaborer avec les équipes métier pour comprendre leurs besoins en matière de données et proposer des solutions techniques appropriées.
-  optimiser les processus existants pour améliorer l'efficacité et la fiabilité des flux de données.
-  effectuer des analyses de données et générer des rapports pour aider à la prise de décision et à l'identification de tendances.
-  veiller à la conformité des pratiques de gestion des données avec les réglementations en vigueur, telles que le rgpd.",lille - 59,https://www.hellowork.com/fr-fr/emplois/49469237.html
